trial_id,vignette_id,seed,diagnostic_pair,evidence_level,information_quality,feature_ids,evidence_score,ground_truth_label,forced_choice_accuracy_applicable,expected_more_information_needed,expected_confidence_band,prompt_id,variant_type,option_A,option_B,expected_response_format,expected_choice_value,vignette_text,prompt_text
T_ATNCD_DRCI_S01_10_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_10,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI07;DRCI16,-11,DRCI,True,False,moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_10_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_10,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI07;DRCI16,-11,DRCI,True,False,moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_10_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_10,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI07;DRCI16,-11,DRCI,True,False,moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 70-year-old patient reports memory problems that began during a depressive episode. The patient describes persistent low mood, reduced interest, poor sleep, fatigue, and difficulty concentrating. Cognitive testing shows slowed processing speed and executive inefficiency more than a stable amnestic pattern. Instrumental daily activities are mostly intact when motivation is adequate.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_11_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_11,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI01;DRCI02;DRCI04;DRCI06;DRCI09;ATNCD03;N03;C02,-8,DRCI,True,True,low_to_moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_11_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_11,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI01;DRCI02;DRCI04;DRCI06;DRCI09;ATNCD03;N03;C02,-8,DRCI,True,True,low_to_moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_11_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_11,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,conflicting,DRCI01;DRCI02;DRCI04;DRCI06;DRCI09;ATNCD03;N03;C02,-8,DRCI,True,True,low_to_moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 71-year-old patient reports memory problems that began after several months of low mood, poor sleep, and fatigue. Cognitive performance varies with effort and improves with encouragement. However, the spouse also reports that the patient has repeated some questions and has occasionally missed appointments. There is no clear evidence of progressive functional decline.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_12_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_12,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,missing,DRCI02;DRCI04;DRCI14;M01;M02;M04,-5,DRCI,True,True,low_to_moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_12_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_12,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,missing,DRCI02;DRCI04;DRCI14;M01;M02;M04,-5,DRCI,True,True,low_to_moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_12_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_12,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,moderate_DRCI,missing,DRCI02;DRCI04;DRCI14;M01;M02;M04,-5,DRCI,True,True,low_to_moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 69-year-old patient reports cognitive problems in the context of low mood, fatigue, and poor sleep. The patient says concentration is poor and memory is worse on days with severe insomnia. No formal cognitive testing has been performed, and there is no collateral history. It is unclear whether the patient has objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_13_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_13,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;DRCI16,-15,DRCI,True,False,high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_13_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_13,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;DRCI16,-15,DRCI,True,False,high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_13_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_13,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;DRCI16,-15,DRCI,True,False,high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_14_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_14_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_14_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_15_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_15_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S01_15_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
T_ATNCD_DRCI_S02_01_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_01,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,clear,ATNCD01;ATNCD02;ATNCD03;ATNCD06;ATNCD08;ATNCD09;ATNCD12,13,AT_NCD,True,False,high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,A,"A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning."
