trial_id,vignette_id_x,seed,diagnostic_pair,evidence_level,information_quality,feature_ids,evidence_score,ground_truth_label,forced_choice_accuracy_applicable,expected_more_information_needed,expected_confidence_band,prompt_id,variant_type,option_A,option_B,expected_response_format,expected_choice_value,vignette_text,prompt_text,vignette_id_y,model,temperature,max_output_tokens,run_timestamp,call_started_at,status,response_id,output_text,latency_seconds,parsed_ok,diagnosis,confidence,more_information_needed,parse_error,chosen_label,choice_correct,more_info_correct,confidence_prob
T_ATNCD_DRCI_S01_13_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_13,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;DRCI16,-15,DRCI,True,False,high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_13,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:34.891738,ok,resp_072d5189c7c4105a0069f630bef76c8194958d2f03ec7c4590,"{""diagnosis"":""A"",""confidence"":85,""more_information_needed"":false}",0.8,True,A,85.0,False,,DRCI,True,True,0.85
T_ATNCD_DRCI_S01_13_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_13,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,clear,DRCI01;DRCI02;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;DRCI16,-15,DRCI,True,False,high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 68-year-old patient reports new cognitive problems that began during a severe depressive episode. The patient has persistent low mood, anhedonia, sleep disturbance, fatigue, and feelings of hopelessness. Cognitive testing shows slowed processing speed, poor concentration, and inconsistent errors rather than a stable amnestic pattern. Memory improves with cues and encouragement, and daily functioning improves when mood and motivation are better.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_13,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:35.894113,ok,resp_0bcb784cab6e47580069f630bffacc81a09ca415e04a8fd944,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":true}",1.0,True,B,85.0,True,,DRCI,True,False,0.85
T_ATNCD_DRCI_S01_14_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_14,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:37.095991,ok,resp_04552e05fd5123960069f630c12ed48191a276ad2875aacfd7,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.616,True,B,85.0,False,,DRCI,True,False,0.85
T_ATNCD_DRCI_S01_14_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_14,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:37.913636,ok,resp_0c23ae53d184e0b60069f630c1fce481949a131259bbb1d01c,"{""diagnosis"":""A"",""confidence"":85,""more_information_needed"":false}",0.672,True,A,85.0,False,,DRCI,True,False,0.85
T_ATNCD_DRCI_S01_14_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_14,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,conflicting,DRCI01;DRCI03;DRCI04;DRCI06;DRCI07;DRCI09;ATNCD03;DRCI17;C08,-11,DRCI,True,True,moderate_to_high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 70-year-old patient develops memory complaints during a severe depressive episode with marked anhedonia, poor sleep, fatigue, and psychomotor slowing. Cognitive testing shows variable effort, slowed processing, and improvement with cues. The spouse mentions some repeated questions, but there is no clear progressive decline in daily function. Brain imaging is reported as age-appropriate.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_14,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:38.787279,ok,resp_0578732f58b3cc5f0069f630c2dd508193ab4dc294f8033847,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.738,True,B,85.0,False,,DRCI,True,False,0.85
T_ATNCD_DRCI_S01_15_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,B,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_15,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:39.726827,ok,resp_0f3a8f038caa963d0069f630c3d07c8191858d86f2eefe5ff5,"{""diagnosis"":""B"",""confidence"":75,""more_information_needed"":true}",0.59,True,B,75.0,True,,DRCI,True,True,0.75
T_ATNCD_DRCI_S01_15_P02_BA_letters_DRCI_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,A,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_15,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:40.518637,ok,resp_0961723b0f0672050069f630c49c2c81978cba7e84c6c083b8,"{""diagnosis"":""A"",""confidence"":75,""more_information_needed"":true}",0.834,True,A,75.0,True,,DRCI,True,True,0.75
T_ATNCD_DRCI_S01_15_P03_named_options_ATNCD_first,ATNCD_DRCI_S01_15,1,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_DRCI,missing,DRCI02;DRCI03;DRCI04;DRCI14;M01;M02;M03;M04,-7,DRCI,True,True,moderate,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Depression-related cognitive impairment,"A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 69-year-old patient presents with memory complaints, severe low mood, anhedonia, poor sleep, and fatigue. The patient reports that cognitive problems worsen when mood and sleep are worse. No informant is available, and no formal cognitive testing has been done. There is no information about longitudinal progression or objective functional decline.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S01_15,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:41.554403,ok,resp_03919b84df437c500069f630c5a11c8193920c955c36bcb336,"{""diagnosis"":""B"",""confidence"":70,""more_information_needed"":true}",0.537,True,B,70.0,True,,DRCI,True,True,0.7
T_ATNCD_DRCI_S02_01_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_01,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,clear,ATNCD01;ATNCD02;ATNCD03;ATNCD06;ATNCD08;ATNCD09;ATNCD12,13,AT_NCD,True,False,high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,A,"A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_01,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:42.292937,ok,resp_024bd4a5fc7203db0069f630c65d8081939fd839b75890c39d,"{""diagnosis"":""A"",""confidence"":85,""more_information_needed"":false}",0.667,True,A,85.0,False,,AT_NCD,True,True,0.85
T_ATNCD_DRCI_S02_01_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_01,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,clear,ATNCD01;ATNCD02;ATNCD03;ATNCD06;ATNCD08;ATNCD09;ATNCD12,13,AT_NCD,True,False,high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,B,"A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_01,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:43.162194,ok,resp_0294e548d76d8f2a0069f630c73b5881908175215be46b4c01,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.812,True,B,85.0,False,,AT_NCD,True,True,0.85
T_ATNCD_DRCI_S02_01_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_01,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,clear,ATNCD01;ATNCD02;ATNCD03;ATNCD06;ATNCD08;ATNCD09;ATNCD12,13,AT_NCD,True,False,high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Probable Alzheimer-type neurocognitive disorder,"A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 77-year-old patient has developed steadily worsening cognitive problems over two years. A family member reports repeated forgetting of recent discussions, increasing dependence with finances, and difficulty following a medication schedule. Serial cognitive testing shows decline compared with a prior assessment, and MRI notes medial temporal atrophy. The patient has limited awareness of the severity of the deficits.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_01,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:44.176388,ok,resp_0d42a78081de8eff0069f630c8434c8191ad8bcffd2f53aa86,"{""diagnosis"":""A"",""confidence"":85,""more_information_needed"":false}",0.607,True,A,85.0,False,,AT_NCD,True,True,0.85
T_ATNCD_DRCI_S02_02_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_02,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,conflicting,ATNCD01;ATNCD02;ATNCD06;ATNCD08;ATNCD10;DRCI02;DRCI04;C06,6,AT_NCD,True,True,moderate_to_high,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,A,"A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_02,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:44.985274,ok,resp_042ad710419b42650069f630c90e1881959626288535d7b0e4,"{""diagnosis"":""A"",""confidence"":85,""more_information_needed"":false}",0.696,True,A,85.0,False,,AT_NCD,True,False,0.85
T_ATNCD_DRCI_S02_02_P02_BA_letters_DRCI_first,ATNCD_DRCI_S02_02,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,conflicting,ATNCD01;ATNCD02;ATNCD06;ATNCD08;ATNCD10;DRCI02;DRCI04;C06,6,AT_NCD,True,True,moderate_to_high,P02_BA_letters_DRCI_first,letter_options_DRCI_first,Depression-related cognitive impairment,Probable Alzheimer-type neurocognitive disorder,A_or_B,B,"A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Depression-related cognitive impairment
B. Probable Alzheimer-type neurocognitive disorder

Vignette:
A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_02,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:45.883356,ok,resp_0053ed2a987d3a060069f630c9f5508190a3b919ec03ab1eee,"{""diagnosis"":""B"",""confidence"":85,""more_information_needed"":false}",0.828,True,B,85.0,False,,AT_NCD,True,False,0.85
T_ATNCD_DRCI_S02_02_P03_named_options_ATNCD_first,ATNCD_DRCI_S02_02,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,conflicting,ATNCD01;ATNCD02;ATNCD06;ATNCD08;ATNCD10;DRCI02;DRCI04;C06,6,AT_NCD,True,True,moderate_to_high,P03_named_options_ATNCD_first,named_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,full_diagnosis_label,Probable Alzheimer-type neurocognitive disorder,"A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
- Probable Alzheimer-type neurocognitive disorder
- Depression-related cognitive impairment

Vignette:
A 78-year-old patient has had a gradual two-year decline from previous function, with increasing trouble managing finances and medications. Serial testing shows decline, mainly involving memory with some word-finding difficulty. MRI notes medial temporal atrophy. At the same visit, the patient reports significant low mood, poor sleep, and fatigue that began recently after social stress.

Return JSON only:
{
  ""diagnosis"": ""Probable Alzheimer-type neurocognitive disorder or Depression-related cognitive impairment"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_02,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:46.914920,ok,resp_01d75afc2437002f0069f630cb0150819091e42e6b8df9369f,"{""diagnosis"":""A"",""confidence"":75,""more_information_needed"":true}",1.322,True,A,75.0,True,,AT_NCD,True,True,0.75
T_ATNCD_DRCI_S02_03_P01_AB_letters_ATNCD_first,ATNCD_DRCI_S02_03,2,Probable Alzheimer-type neurocognitive disorder vs depression-related cognitive impairment,strong_AT_NCD,missing,ATNCD01;ATNCD03;ATNCD10;ATNCD16;M01;M08;M09,7,AT_NCD,True,True,moderate,P01_AB_letters_ATNCD_first,letter_options_ATNCD_first,Probable Alzheimer-type neurocognitive disorder,Depression-related cognitive impairment,A_or_B,A,"A 76-year-old patient describes progressive difficulty remembering recent events and learning new routines over roughly two years. The history suggests a memory-predominant syndrome with some word-finding problems. However, no informant is available, no brain imaging has been performed, and there is no longitudinal follow-up beyond the current visit.","You are given a synthetic clinical vignette for a research study.

Choose the more likely clinical interpretation from the two options provided, based only on the information in the vignette.

Options:
A. Probable Alzheimer-type neurocognitive disorder
B. Depression-related cognitive impairment

Vignette:
A 76-year-old patient describes progressive difficulty remembering recent events and learning new routines over roughly two years. The history suggests a memory-predominant syndrome with some word-finding problems. However, no informant is available, no brain imaging has been performed, and there is no longitudinal follow-up beyond the current visit.

Return JSON only:
{
  ""diagnosis"": ""A or B"",
  ""confidence"": number from 0 to 100,
  ""more_information_needed"": true or false
}

Confidence means your estimated probability that your chosen interpretation is correct based only on the information provided.
Do not provide medical advice.
Do not explain your reasoning.",ATNCD_DRCI_S02_03,gpt-4.1-nano,0,300,20260502_171253,2026-05-02T17:13:48.440857,ok,resp_03cfd2508ff1a0160069f630cc85a481959ae1c5c4c148ef9b,"{""diagnosis"":""A"",""confidence"":75,""more_information_needed"":true}",0.621,True,A,75.0,True,,AT_NCD,True,True,0.75
